Unnamed: 0,Hour,Minutes,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,Insect
4504,21,23,-77.62848951822735,145.0810826319494,111.1083233864996,-127.73814621252122,-25.924790334522086,-96.64907414152772,1
4772,23,44,88.7413039595429,-375.9507622069109,-162.50821084240044,284.6338988520731,104.34171132695228,163.1954309827483,0
3260,21,59,-60.22781308182223,51.69933576894292,7.994294314996397,-112.400801878193,13.91833969442066,-261.88522012390433,1
636,16,59,-22.842672711973947,-217.88069364586076,-67.56824579829257,234.90885913106112,73.47846062441084,26.79899069648275,0
4801,21,48,-0.686741436472483,86.32391131893708,111.62526385091324,-39.56828905151002,110.04351089810032,-130.04508733756356,1
2348,20,38,-142.95906818121574,-138.63276421805713,-123.39580369450842,30.194470228533536,-15.722954012883044,89.50901759961755,0
1083,19,24,-44.319054745012906,-87.07933703751578,116.93644100350852,61.51558531814529,66.22917490531637,-153.05846851378791,0
861,21,14,-1.5682956714730183,215.90500138843512,202.87112900215251,-89.4619918911691,-92.5073036347436,-36.55550050706015,1
3080,21,47,60.83148278992434,-13.291879277618824,-117.40767296200924,-197.1760793713384,-18.643178916753197,43.580516363697576,1
903,21,8,123.33541106306924,91.7307335517322,152.18913029382702,-60.25765634758831,48.31676280577187,94.15541686127725,1
4342,20,31,20.73877160682292,-86.91560115933396,48.65628828075504,-37.29530679560309,81.93759500710422,-135.8956993757013,2
109,21,32,-240.34131690341803,32.03718583911135,68.98364094057933,-25.450016679289167,-4.056925726863472,-54.22861510697572,1
6733,20,0,-242.0605664628606,-87.04803003503947,85.87841151994245,140.30134897476754,-74.88112414396102,3.5704997166924235,0
3703,21,28,-86.68919792168877,14.01153607222363,42.5463895302462,49.74015008385007,-17.55689128118134,20.989896433541,0
5776,3,36,217.3679344189332,-44.13768882678716,-135.8884925855902,14.7414295855537,133.99354214718414,-233.9486331234185,1
6768,22,33,-197.5822391998729,106.68457372321345,-152.18709193970517,134.6815609401844,28.235749030064987,148.98665123325802,2
5876,16,1,-14.52146481628134,33.42308485243479,87.74086775784026,146.47551323306303,14.16281188464644,28.014898550059847,0
3745,20,7,92.73456395947268,-95.61881158552964,-85.14484325246721,-143.19353035917285,1.7361832875642746,-28.834961846967133,0
6069,20,55,-125.62909465959594,-98.7314845188732,23.65715267928496,67.27011097177827,-23.937325996655748,-368.34551992634863,0
1831,22,55,-114.9707519006417,-96.4246792003598,-53.10517865026395,65.88656372669975,94.2553388530516,-21.398987909207992,0
6572,22,25,26.90517929341468,-256.3173495063349,-233.8649530690452,115.58848481999853,10.491015563950231,73.5892447185107,0
782,19,29,-170.62140086668907,-75.96706249762127,110.8853370072298,78.13268804415648,-190.875798298935,-95.62643528169404,0
6836,20,36,75.49218379411202,-80.72934373456697,22.2993882213208,-59.61746005088193,196.7452775807846,-5.254382348056829,0
3296,22,34,-9.070531925522578,-42.53940252662867,-33.09257247772212,101.63781926666454,-147.55090179661482,-70.49070676005412,0
2753,21,2,42.88017721904661,-192.83474459127217,115.01321032121773,-107.76494451134812,26.998557306112293,-41.29665861394147,1
5209,22,53,200.65418817163908,-125.85295224741692,9.169931512550669,-12.9230945645047,-193.8296507162588,106.10699030413386,0
1825,21,31,21.07512255182428,51.80872403712342,66.14922698916914,-79.28663869289866,62.54795662788168,-101.76253197999318,1
1094,21,13,53.84326075907331,-129.14672602020602,20.43623952601843,-73.24227306692872,-98.24528442365524,237.8020422239613,1
4897,22,27,-149.50411905854898,44.82618502778071,-55.526853746308944,45.42599511186521,165.71167844771782,-28.98680243321233,0
6924,22,20,-9.381435903585048,113.424738052344,-39.79694188056244,-72.83679002020665,-192.58563888530912,76.64638113728479,2
2588,18,44,70.41813142002685,64.31957644641706,-113.94236674176156,-31.122760407392438,28.387342092537875,-34.73305720261638,0
4235,22,5,129.19396668126518,1.8736762648473129,-47.6604337887963,0.7637382132263615,164.86902958823802,-198.57453625353384,0
2550,18,22,-84.16230274877394,0.472178748605756,12.56511308285402,-75.5248041693226,148.99796906371083,60.99491585110572,0
6617,21,30,-80.26162363144917,90.49956763203394,127.79713608454551,-53.2046684555764,-127.56399100955105,-144.4669710849066,1
1654,6,55,-30.4688865154709,-141.59344315528298,-145.37969787268872,52.94891692175009,-197.98320474992008,30.20141451360441,0
5729,1,57,-17.67596760802917,-384.98604059147465,-222.0801489408192,245.09883939448952,-67.22038870710166,63.53248631449747,0
5355,21,44,-75.37372155822487,-221.1496785742549,108.62738322299217,85.79771864162333,132.46074145493162,-53.90506557437445,1
2328,21,0,11.749240952670528,179.07594879500624,214.3298906468212,-62.46478281600547,-73.94291737375835,-5.45198268251631,1
3786,22,59,-112.33568384859096,101.16361517365186,24.714862351247746,21.37779336200325,110.708869645416,-52.71847469861876,0
5026,14,25,33.117102326273574,-25.07712904098759,-116.14285029093917,-108.58682354060964,28.635636228230325,91.08775842691988,1
3544,21,56,267.9084872678038,95.8820579768414,89.46108933935531,-68.9426263136113,-162.6554016292336,-108.45223918671935,1
4960,21,24,70.05748344297035,-184.45292744270057,187.05452619839272,185.40874685428432,-48.609978175808806,54.40198453923672,0
4899,18,34,88.79868956416203,217.12650735155944,81.85050719995589,-85.71203513996039,47.63705807976748,-3.5906946353047817,0
6807,21,31,-112.01450098086792,-57.81712922607021,104.9331054917392,2.623755299050212,33.81783551541445,-98.7257046930956,1
6948,21,52,-65.5164478221367,213.31473850325705,190.47007551250448,-93.2831717336309,-75.92324487796235,-21.459380072744167,1
5111,2,23,28.75356879964422,-148.58118983689246,107.03632107666688,54.332766816604526,118.5384703045397,199.16886366743955,0
1204,20,52,153.88571631556786,-18.10705601855548,164.29529454814983,140.23302085711003,-58.36304219997498,-120.59730026908052,0
2617,9,28,-108.26870705385458,-27.934113987761418,-139.49804836354568,-53.81793936031435,-69.96550920404592,-163.9001383796446,1
4726,20,34,-102.37455465513128,-440.89516250091,-259.87708454020606,284.8305892097735,114.2409118351285,127.50235756916256,0
6999,18,14,-92.3171047197113,-191.55503994766744,88.37127148375451,38.72856460374359,-39.05046569461789,20.356710888361626,0
6080,19,49,213.83980059271116,-110.46916254020732,122.62270842763856,139.77261278134114,-45.60854635416525,128.2298876762294,0
6962,20,54,-66.72850986511095,27.354010851051648,-24.71701649842139,-38.20593032650592,-17.983434741920313,-130.3912849546164,0
1770,18,58,-98.69824161517757,130.27192480371016,-50.36379785993299,-81.73812026890846,0.3613959169301879,-179.85493790631492,2
829,19,12,64.31524423432262,-21.90131585713605,-72.47808512178949,118.51512591327892,143.877558095971,67.417974460699,2
3429,21,32,26.171033455949328,-114.89230446481278,-12.742193534604828,-22.86632028706682,-51.24620238563355,184.7377320444529,1
2431,20,28,-163.25584732869942,-105.33797688985108,129.9586877340538,257.0953057787735,-47.32912793770871,-32.347936380216815,0
627,21,44,44.52686201410222,-40.24673391220899,29.47465307227674,-26.809836020186207,154.69621621933356,118.51206938620926,1
4099,21,32,-106.68808161291076,-153.85324483906646,53.51044884917713,-73.90454494126371,-132.74271347736573,-206.4337950759927,1
925,18,49,98.868031213653,47.76431344565011,-64.4836888729864,-52.49699542650732,-136.48934130539703,141.6208810254553,0
295,21,49,27.916061928671564,-81.66650814296763,32.45896338983309,7.562996192972582,-110.6989252259813,94.53263241270038,1
1052,23,6,-37.4814020540374,-164.88783179826817,-205.10542251794183,36.84272980561389,105.0971444964153,87.14237803788615,0
2571,21,25,-119.2912529607153,76.28144125442938,0.7184949196362811,-92.94661625718742,54.31975578678312,183.18315968682515,1
3519,22,16,-21.0596930670015,84.15839780986447,-121.31242616593232,100.74581798919928,15.257760543186343,119.49132236784152,2
2215,1,5,96.90826720715344,-379.2648871551909,378.3492865660031,-39.87685077046395,-2.94940083379737,122.81043534378456,1
944,21,33,-101.7168829076035,291.390059660138,182.49098856381335,-166.36451838898805,-28.98732013420408,42.17195654304825,1
5564,21,0,33.872358695737816,-84.00748495575051,-21.0968767976622,-167.29287048793202,-91.39872759066822,10.004384899765162,1
5803,18,52,-72.54667443374862,-46.31211349285551,122.17900588514948,-61.78419778900668,127.65602722634088,48.603018167680005,0
12,2,49,73.6543047828517,-37.69700920975964,-60.15337115798394,40.239077740543216,-14.411596765775354,-151.78983290240052,0
1117,20,38,-24.329255175492044,87.93978598535628,-10.357858534058597,-119.05141568359588,77.9167314839459,170.4383633983263,0
5091,20,44,7.810920124852719,-270.8023319581231,-95.49926774892516,241.55565805448788,-19.122021427615323,100.7852175387618,0
2706,18,0,31.311658085107457,-66.44764528120872,146.54461321365156,68.12752856778343,98.29745926894851,16.938998741865166,0
2966,18,43,-5.07279818942332,60.03044577738784,-43.948000290061486,-86.91576717153286,-48.679879079018654,-174.46512510631536,2
3698,19,9,-46.808936295835046,-93.27806259779696,-112.99482207566425,127.5835183344746,11.139546968208007,-5.256866848756492,0
1319,11,11,-150.10714006280529,123.58418064973404,-320.59413428812195,-168.49420672235786,-72.0542049590893,-102.85775604998952,1
3896,21,31,-85.51832035872403,-135.7615017295316,18.47433314152997,-44.90586068513303,-24.49585373986137,-109.04619655925396,1
6842,21,23,-45.11680470225504,-136.7837606863846,46.43977591541917,-118.42580604907198,66.66071859308364,203.3338038336877,1
6399,20,50,25.253413423423897,-18.530716399074954,-34.84349715540082,64.19819527080736,11.719873782530208,-15.034884813703131,0
2771,19,37,27.720484848584853,41.25600362475617,39.32477364401963,-10.564014180549352,105.726227044747,-54.26163963287721,0
6029,21,25,92.420650556872,244.75462176323572,176.6115960119299,-149.82033708781185,-127.9853630488302,-9.979821361919598,1
4217,21,21,95.2827432660474,-59.35918538758212,5.133743116942647,-38.02798374202968,-92.72535488595751,-81.70889400831292,1
653,21,49,61.92019275024988,-35.50366701644865,48.32315386666342,68.62586668195412,-65.44050051636277,111.39960806926464,0
2457,21,1,15.32399839567493,-104.19117616766226,62.87683332033736,-329.7027368620865,-66.52011078674613,76.71493947537174,1
6754,21,0,-100.749249536434,-116.44367224201696,204.4218422023815,143.72105797233218,-74.1047833875554,-174.97839442633187,0
3931,22,26,1.3593715792115657,-135.97328800814984,14.638034211745088,145.66547014653693,-124.0262235813786,107.18800615257835,0
5213,20,4,-10.064757452952737,-54.31184388380059,-85.17540889342095,46.499635499802096,71.30570504751404,-90.80549461280096,0
6829,22,1,58.92307259310981,93.74268423717012,9.541269259206386,-7.575035048715694,183.11863993208016,-11.228996777652728,0
3660,20,37,56.12258667515155,-89.47593247535967,-88.89753288728916,154.0765617169384,-55.57878795980581,-20.185271716704037,0
6007,19,38,118.06045970090454,-21.08715553443204,46.2343623826299,-25.21864279533668,129.21188887713774,-132.43560342967345,0
5094,21,23,-11.865398242814722,-161.34707339675018,-0.9981252745268064,159.0238700490328,-157.47372129713716,-76.8474168551258,1
2303,22,54,36.59939326422647,123.18362559144124,-32.55573024291951,-82.65936896624699,31.266745331176956,61.327086648027965,0
5001,21,41,28.85423421575346,19.89250465106599,44.466920238059714,126.92264108808,21.225569148815296,31.496458338308265,0
570,18,47,-175.4250467302,132.23837576369456,-8.131889275077775,-104.40832935680746,10.066771635523535,86.42185567894927,0
1448,20,56,10.00282806584042,-62.80697400367096,-99.4752856003594,54.6317016395747,-20.115284563730786,-73.18093837032531,0
5163,20,17,63.10703438974574,-125.55635455475104,202.88696627925376,165.59506307673936,-83.15226782367559,-35.81801675094429,0
3346,21,36,-58.85021381129016,-86.43218158260824,-54.13719318366119,-23.70509729193796,76.04529599293373,79.85754229700656,1
1745,19,44,-183.9293399702888,-119.76502505661556,157.758097041772,83.43732781797988,44.692691269417786,-38.65503028671139,0
6576,18,4,-61.28082635444109,24.192176101915784,87.60417440979896,-4.422622995104764,-16.601768507599452,3.364443873534426,0
6136,22,17,101.78386903895212,-216.57321897670084,1.277381689568302,130.18448839535114,-232.74007559280992,-235.0173012890944,0
287,21,7,123.2361778052356,-90.43905946666422,105.86143100203972,46.05677593052474,17.065586757179783,-19.214892649899674,0
1738,20,22,6.53932754955302,1.1504531837171594,128.20378756679645,224.22242222673933,2.6382745564920533,-120.88401063243816,0
4370,21,56,160.3716916490217,-26.85249977176458,52.46175550967214,-23.29560629688816,8.943106525162419,33.471846202973246,1
4515,20,35,71.91810986566803,35.741306542138965,136.77172427895383,58.95344199688246,-58.53000926654812,13.950644042724154,0
2707,5,54,-41.47586076083162,-158.66907789415544,60.04572254328957,-45.66325917317509,-130.91362083901805,70.17197195336945,1
3782,21,29,92.02012291789416,105.69418191806336,-105.4602874454118,48.5381658793023,50.8106783006699,-31.901841022528053,2
4161,21,26,74.74472345529809,-58.07540846413281,-103.4264299423544,-23.7554981237815,-3.8669818406005536,-1.8148960165623829,1
3878,21,53,-27.10107168371651,-214.492262692433,-182.99668485477252,135.5929351194003,-65.47342290733646,128.74547070093962,0
6393,21,57,-116.88215621868083,-104.80039620936566,47.169736410607925,222.73091399257717,30.28120767229165,32.32624668361556,0
1684,22,55,-129.68083658870583,91.47315102080984,56.5246992116994,54.77474921694211,34.59562982163594,-35.350279532565175,0
6445,18,18,22.01097403009023,55.703020560071856,-15.752200888679068,40.25038582259591,9.41404243143624,129.91342258401428,0
1338,11,21,225.78253013665187,-77.14077659059505,-83.37423925778111,3.281279399414272,16.05668770770918,-20.760875782465995,1
5782,17,54,-59.93639079431233,-6.425348251400931,-14.586782503790284,83.09113032909818,-10.533160221481564,92.70978997051536,0
5740,21,23,-124.06540194547814,183.41960111926173,194.08878424943492,-77.43626534252886,178.33975074849954,72.14329809673855,1
3388,21,9,64.80792148801456,-28.489308094142395,20.483818589578902,-18.11385922359011,-170.02462719282218,-8.872445167318341,1
5613,22,1,-6.963082461490816,153.64988335119477,-35.3940469996312,13.45980854362626,-44.08977430034376,132.09947533713682,2
2258,19,48,-36.72393947149512,-85.91228308209931,91.42451945702872,204.44844233553647,96.16971876304471,-20.228949577371864,0
5166,21,15,116.24090151775242,100.98051115234664,150.84178229012844,-51.1872062265966,3.7942319956948993,57.7287182209735,1
5495,21,10,13.210150898780428,42.7649303104217,24.09542999058376,-75.65308473666062,13.665857574467251,51.75826134919059,1
6204,21,42,-83.34351861761397,-141.16278678991458,55.843942573613845,-142.9456983319199,-4.534170091129357,-54.2637315171058,1
2470,21,40,-82.44717825207832,2.7290730791167506,68.79880589414027,-29.578814583511427,101.33309109395854,-148.16225048335917,1
4563,18,20,-17.673882169662434,-67.92662032478951,161.36255669041026,38.637745996048565,-29.4069110889225,170.74161670912773,0
1564,22,2,-73.86916615254427,-125.68232780632476,111.9715836801727,71.85409367136911,49.068408379510345,34.21931082948607,0
5337,19,14,-9.212734030512062,-86.14582604991215,110.38342788792636,103.69254620852226,-139.47758284528334,-172.0502241101161,0
5195,21,1,-77.19495859829144,136.71608471642017,171.3633715571811,-76.11770694934961,-76.75253640728637,-36.414446053992975,1
4454,20,22,51.72379557162612,-91.00571601542067,-46.27138869866278,41.90354302621134,-152.09514972964158,-5.547341046820355,0
2185,20,17,81.50720086407745,-59.838198787662336,-52.13825740181071,102.09993649478272,-142.41562107273842,-21.697564673087847,0
6654,22,2,-39.6281400198224,-40.60903428379667,-7.175692517175857,113.18355621653912,103.26458210607888,-124.47407928005238,0
1231,15,1,-99.57295440933608,83.54903635965805,124.38091718087954,-44.97256377644834,41.62735123166595,68.03372498245966,1
6737,20,18,-94.75992574510428,-30.410595869257595,121.95850567773763,11.917233897457768,-162.44793010357105,223.15426733318512,0
1258,19,1,-86.29378525537841,-155.84850250283054,-205.6342826222795,91.77031888516636,-10.27304423280507,-137.17814221091788,0
2254,22,37,-20.79068002612884,-84.07892686006055,-30.526237231905924,198.4974749755308,50.870088552442695,-30.32515095616286,0
1951,21,33,141.0631856959831,3.2211403211657608,-154.29249171681988,-184.2831962366496,109.99370277446532,-285.1361987126563,1
6502,18,26,132.1214346815368,-55.74575382570015,13.898105978462729,90.13664463338844,-31.75383261190985,-58.379308058597246,2
113,6,26,69.99378042144218,-88.04980133205197,-23.01252558120036,-141.4421136286642,98.07987965493548,-190.5058295527971,1
5938,21,8,-113.27564797562042,45.17727416073341,-229.82852366999447,-116.54834275565342,59.877441108859294,-20.20227699109678,1
6835,21,44,9.026083649350634,127.92351373177162,68.05541855418468,-86.49826029952735,-93.71277977904988,97.19089119865971,1
5473,19,7,57.28742378722473,-42.46904295840176,40.37631868233624,1.712553777002379,68.21811923308235,-5.542647206996283,0
507,22,58,34.254617529145406,-14.33200059606331,-78.45954451280569,57.83822430913356,22.19050359074716,36.053645550160766,0
4434,19,37,41.50704077430406,-109.88955158852826,-15.241383659268648,77.88787417419225,-42.059175870567,-17.414331454352922,0
3497,21,26,88.72152352900873,27.605228596318906,-53.62103117551301,-96.46240742990985,-14.606960726435531,16.38778122295429,1
4159,18,12,72.08893922353053,-58.8877478434006,71.72904897968671,-30.07018843921012,19.743640989735724,43.09333447297921,0
3692,19,33,69.45248448821178,141.49867790171817,-7.980612010562183,-146.3665729305823,-51.10544868514357,127.4084629469743,2
3780,21,10,-42.24161631547233,-73.6086737207166,41.75544212214867,21.85014452578597,-148.20001289768078,133.93391257079384,1
4048,21,34,-113.22884615549152,90.84115553785357,-280.84231748565765,-158.45530863639016,-5.491125625168695,1.916996629071368,1
350,19,17,-83.64539246048933,-1.6926636110565996,-25.441885933760734,-118.91424465411906,98.64621876526002,-131.75744509075236,2
5556,22,2,66.42948101596454,150.23534078517417,-212.02631707836863,109.86825703962668,211.5647406398688,-171.8734671474009,2
3499,21,52,-162.27719858879797,24.08658135573648,102.67189162825404,163.8310531240304,77.77237270632502,45.180894192471,0
4147,21,39,-79.12292442509616,98.82027427874291,2.8079670699859505,-25.15914673966918,84.76949153010204,-128.892702037015,0
1114,21,51,-33.71659998026642,-93.8710110036874,5.635936996906555,-218.1964683216281,-92.85333078190764,318.7821681194746,1
4927,22,16,87.17943981139118,-224.21552574506228,241.3746756109817,243.85706786850773,-249.75087203318327,81.0532293108872,0
298,1,59,154.29268813511396,-177.21186350150742,97.13114501849314,-83.46027385171466,-122.69605406410456,36.70470749003543,1
6155,21,2,96.96710761004294,-68.25013592641015,34.10972791168857,16.942801348052672,24.901398390953503,72.57334442294042,0
5551,22,29,-22.00740652254945,-216.66614136747856,138.69825775376228,122.456762539358,5.39177621748356,56.94116418003211,0
4528,19,10,-63.2110134434815,-184.7577424858412,-88.758113246295,74.61762171504189,59.69441796134832,219.40308480529467,0
5327,20,5,-110.1049100178252,-108.3294850147818,-74.46960026358343,97.17088650600824,-60.02965723871815,49.13269779399064,0
5710,21,51,61.10185841864432,106.83370577200957,39.794719428559176,-103.96412765597996,181.3872979783742,50.778586839746666,1
5174,11,40,-54.63769093162016,47.1529447106597,106.58864364822612,-25.28337338386873,88.89259258640749,27.83581292193309,1
229,21,38,44.24019538427807,153.7746720183405,186.17752806169105,-76.72951548415747,24.25960128367741,72.29883480932097,1
4055,20,19,-4.067643600296581,-1.694309060881416,-65.81525416686324,-160.48074124815744,164.62079815283312,21.62085777849083,0
4999,20,55,30.692554520256444,-26.30375620610933,88.64958842390713,-82.56868375535838,-10.17895200443766,221.11872024377584,0
4844,18,17,60.45911438159632,244.02373216678012,-101.00179446057057,24.836281419479167,176.36567251645965,118.71429157828896,2
5212,19,8,21.69112994606637,218.0878735089053,74.55491584970615,-91.20930150082252,-65.17731258324228,-53.035408573608855,0
4489,9,41,-7.0776963538664,296.1068792447896,85.28526048416947,-192.5590332394899,-72.88746272334674,-36.45518318612847,1
2103,14,59,-126.5428036429282,-58.99349529135386,-60.240329846479646,12.629814271013462,-47.8727667121864,59.57490049011728,0
5501,18,27,-53.6702437076445,-91.09930134837046,-39.391427305483184,190.64063749739765,-10.906702600248709,27.1356561913225,0
2646,21,34,-94.21796923512062,103.9191412785304,204.89765966607808,-17.315373794690025,-17.39809577439379,148.76946670142718,1
5561,21,25,-81.45677604610616,-172.635056322039,29.693723938903084,108.57526499415262,-77.42577619583216,43.01901288825567,1
5167,21,22,45.09491664650961,-124.4457168167216,-137.0898094497393,70.64681972776935,-86.87692192440035,-76.6685331171144,0
1614,21,18,-143.09231165858475,60.03013935354875,12.96696204764196,30.37975099228466,-176.40984177309116,103.256480356973,0
607,22,33,88.58612885457424,-27.612139426866836,35.07805082252604,146.6843488229867,133.4319066722227,46.60420993184589,0
3254,20,38,-46.53661670835668,-68.86133993576323,-29.01409845684369,55.12124993569203,83.20150528573575,-116.69609416829128,0
1093,21,27,111.06196208584976,-60.99908350592069,13.312215331228003,-21.87104248017533,27.3891340884105,129.3075523061572,1
5664,21,40,41.371351833476446,55.9481968446387,-224.6219969832651,-173.0407515251034,-48.733209917327095,-55.84415385684834,1
6877,21,32,-75.5836424938565,275.7273270058208,220.3554713749799,-139.9075796618206,6.362883507728917,-115.39319749562438,1
6643,21,29,15.626170369701628,-163.3517403364095,89.61894228503688,-148.32569508032427,105.30925272822434,-30.252263546476566,1
203,19,45,-87.78834220388423,146.79993768005437,23.97295051329772,-61.416355452463065,-3.580789343338349,-52.50311855516162,0
3164,19,48,-125.4736347297607,-111.38589201071224,153.38206479893296,107.69173268061164,-13.71215737400292,44.37878403711481,0
3910,21,59,-25.375140421025748,-92.32346029498537,-27.336240673553984,-114.9294756071435,-10.45366116761798,-35.93915176983897,1
837,19,43,124.55817119171232,46.76351700384445,2.388868970245017,58.01928222856896,-18.706113732572582,-7.870435476194104,0
6054,20,45,54.40670291238666,168.86528437222634,-264.2504058159994,213.7144080746376,84.31378092479002,-1.67927368192671,2
1230,20,25,101.55304904938154,17.713814336985134,-44.21178076678582,47.775046006263125,63.157200973905546,-44.9713323220652,0
5304,20,8,-73.01557124053822,-72.73156680502521,-98.61142172413388,50.17017891149048,-129.92428059482816,34.47222627136387,0
1609,22,49,24.97002664581394,-118.8078643329193,4.746376490693849,-17.229203904280276,223.13528542279727,54.24399723294439,0
4381,22,11,63.74144500176777,297.19689499806395,-134.3188073626322,118.54974127344084,113.25541719433213,-71.70532695412481,2
