Insect,Hour_n,Minutes_n,Sensor_alpha_n,Sensor_beta_n,Sensor_gamma_n,Sensor_alpha_plus_n,Sensor_beta_plus_n,Sensor_gamma_plus_n,is_day
1,0.9090909090909092,0.3389830508474576,0.6206792722004708,0.520845393654151,0.43804104266681204,0.32683650505276673,0.41973969599162547,0.4075901074545883,1
1,0.9090909090909092,0.8983050847457628,0.865412637168865,0.4423243390745414,0.4531405829350145,0.49541212894106273,0.4230401870641459,0.6195892207383259,1
0,0.9545454545454546,0.8135593220338984,0.8054494597834264,0.5617304475496775,0.6552036711009745,0.6205842416806338,0.5954454173748144,0.8729465121772627,1
1,0.9090909090909092,0.2542372881355932,0.6074266261659788,0.5035190798842971,0.37583028053110984,0.6564814225975976,0.4310530468718138,0.7010127195639668,1
1,0.9090909090909092,0.8305084745762712,0.5122253614553959,0.6078896371582241,0.632960584419399,0.42531077197258305,0.641962618339931,0.7721815533655862,1
0,0.8181818181818182,0.6610169491525424,0.5724599619607251,0.5378916214437054,0.5439463911509202,0.590985813034712,0.4996365895439322,0.3593308338030789,1
1,0.9090909090909092,0.3898305084745763,0.4328085040456293,0.6821956309867496,0.6767874560539611,0.34394356011641614,0.4610313963017305,0.37939078974612456,1
0,1.0,0.7457627118644068,0.6528292456168088,0.23863915089001256,0.34586402634599633,0.8022560663813464,0.6501714614527974,0.7422317968322671,1
1,0.9090909090909092,1.0,0.4558205524069778,0.6026993787823385,0.5520769803237101,0.360989567006173,0.5188815121287479,0.14865876181040213,1
0,0.6818181818181819,1.0,0.5052616566842137,0.3732048284279626,0.4606884427040632,0.74699139009833,0.6053596550850916,0.5517708835535208,1
1,0.9090909090909092,0.8135593220338984,0.5345624349537214,0.632175417546435,0.6774126657545396,0.44193601303876245,0.6584501726226714,0.3327573500475774,1
0,0.8636363636363636,0.6440677966101694,0.34641011366338964,0.44066890568186323,0.39316822875463736,0.5194707184880261,0.4758439226375474,0.6393377509192558,1
0,0.8181818181818182,0.4067796610169492,0.4768595687666943,0.48455654311445895,0.6838362284389973,0.5542811740645764,0.5948340759398759,0.3006219835581268,1
1,0.9090909090909092,0.23728813559322035,0.5333965970184477,0.7424883144790603,0.7877692811820924,0.3864838836595755,0.3643571113328104,0.4633041007722979,1
1,0.9090909090909092,0.7966101694915254,0.6159190624489792,0.5473720991375052,0.4004105277813494,0.26676986816334197,0.4716039106503589,0.5752042275475452,1
1,0.9090909090909092,0.13559322033898305,0.6985792639332509,0.6367782667999755,0.7264723245333292,0.4189417390767241,0.5688262017104371,0.6458258780652141,1
2,0.8636363636363636,0.5254237288135594,0.5628972496444585,0.484695932118243,0.6012553186863198,0.44446221772908584,0.6176418704501907,0.3245876873372849,1
1,0.9090909090909092,0.5423728813559322,0.2176240273682782,0.5859609124095054,0.6258400802689108,0.4576271368006312,0.4927823782030928,0.4386257620992702,1
0,0.8636363636363636,0.0,0.21535035403427227,0.48458319489008134,0.6462733316438986,0.6418440950521204,0.3899493909651802,0.5193351425854079,1
0,0.9090909090909092,0.4745762711864407,0.4208258974653298,0.5706156051288536,0.5938657482592807,0.541193892084187,0.4731811427978744,0.543659195328226,1
1,0.09090909090909091,0.6101694915254238,0.822935405081739,0.521112938886763,0.3780590414909288,0.5022961260992803,0.6932243502742195,0.1876687818874398,1
2,0.9545454545454546,0.559322033898305,0.2741720568426956,0.6495085303646579,0.358346824855703,0.635598232439382,0.53966963263555,0.7223909772186121,1
0,0.6818181818181819,0.01694915254237288,0.5162662885570234,0.5871407337471234,0.6485258651308207,0.6487060943781598,0.5192364728085633,0.5534687498597752,1
0,0.8636363636363636,0.11864406779661017,0.6581102525117801,0.4772868544957831,0.4394305610174768,0.3267663631450995,0.5011936658514211,0.47408488684793904,1
0,0.8636363636363636,0.9322033898305084,0.3693286588267289,0.47463702365783644,0.5710203048693105,0.5606767847909758,0.4639170893199274,0.0,1
0,0.9545454545454546,0.9322033898305084,0.3834241050536202,0.4766008161927528,0.4781806889172187,0.5591391029499855,0.6355265825121685,0.48446831316265915,1
0,0.9545454545454546,0.423728813559322,0.5710522011153542,0.3404835505463118,0.25956215889132733,0.6143780850659614,0.5139052189062923,0.617107739081981,1
0,0.8181818181818182,0.4915254237288136,0.30982722909149923,0.4940164665905538,0.6765177668788749,0.5727495113060765,0.22153126391773406,0.38081877958801097,1
0,0.8636363636363636,0.6101694915254238,0.6353075478192258,0.48996231764819187,0.5693781670049767,0.4196532566802004,0.7843365485513907,0.5070122762840458,1
0,0.9545454545454546,0.576271186440678,0.5234750388464185,0.5224735663656926,0.5023847827621908,0.5988732404230352,0.28443672036736817,0.41591774404859766,1
1,0.9090909090909092,0.03389830508474576,0.5921788180133022,0.39452654439096924,0.6815101917639956,0.3661418837888312,0.5378732957393548,0.4566836545118212,1
0,0.9545454545454546,0.8983050847457628,0.8008318082274609,0.45154841039956123,0.5534988457625196,0.4715496253371981,0.21724242656098103,0.6625147856955528,1
1,0.9090909090909092,0.5254237288135594,0.5633420670767604,0.6027925014497505,0.622412019941138,0.39779282586903025,0.5894891418551432,0.37225047253636107,1
1,0.9090909090909092,0.22033898305084745,0.606677277859655,0.44874440769729823,0.56712479603073,0.4045105662977879,0.35602586694988647,0.8464107862825121,1
0,0.9545454545454546,0.4576271186440678,0.33775441410670076,0.596848238242422,0.47525181244898906,0.5363991170714532,0.7392774052794386,0.47387286007753104,1
2,0.9545454545454546,0.3389830508474576,0.5230638745215684,0.6552464590435227,0.49427623434032897,0.4049612223342853,0.21904866589153418,0.6213766554343094,1
0,0.7727272727272727,0.7457627118644068,0.6285972145142417,0.6134430398240265,0.4046016159501417,0.45132241894562136,0.5398897377381426,0.465848919503891,1
0,0.9545454545454546,0.0847457627118644,0.706327087169106,0.5602825968388658,0.48476579404808906,0.4867612448159344,0.7380539237385306,0.23706437301950176,1
0,0.7727272727272727,0.3728813559322034,0.4241676660532174,0.5590894964337253,0.5576051222084676,0.40197374896817983,0.715009983943275,0.5995213022718674,1
1,0.9090909090909092,0.5084745762711864,0.4293262365730496,0.6357301703598716,0.6969716132407889,0.426780467710567,0.3134566568838012,0.31261895681712404,1
0,0.2272727272727273,0.9322033898305084,0.49517614066985405,0.4381484679368371,0.3665799756716043,0.5447601327862389,0.21121168595986525,0.5565219514421715,1
0,0.0,0.9661016949152542,0.5120945213809017,0.23094738249495278,0.27381520032955636,0.7583165889065822,0.4010723733217501,0.6030647084410637,1
1,0.9090909090909092,0.7457627118644068,0.4357903898090264,0.37042192856744405,0.6737869019020644,0.5812684674908298,0.6909988048032154,0.4390775593700847,1
1,0.9090909090909092,0.0,0.551008774221378,0.7111355956472755,0.8016279930261931,0.4164887268624129,0.39131161753439025,0.5067363516331799,1
0,0.9545454545454546,1.0,0.386908930121821,0.6448085164110753,0.5722995437620464,0.5096718164528637,0.6594162383050304,0.44073448810964955,1
1,0.5909090909090909,0.423728813559322,0.5792673457260573,0.5373392691792567,0.4019402579106432,0.3652284430203416,0.5402502476804725,0.6415422690076118,1
1,0.9090909090909092,0.9491525423728814,0.889774280605809,0.640312305780473,0.6506063739977899,0.4092892167983525,0.26250578612120273,0.3629091162554613,1
0,0.9090909090909092,0.4067796610169492,0.6281202647404913,0.40166201863896783,0.7686400115971992,0.6919766993852111,0.4280937043276617,0.5903150816681099,1
0,0.7727272727272727,0.576271186440678,0.6529051369371012,0.7435281873597441,0.6414018134958382,0.3906516057387051,0.5678393064263828,0.5093354122875686,1
1,0.9090909090909092,0.5254237288135594,0.3873336880737254,0.5094675769126296,0.6693188858862731,0.48882847779766087,0.547774526741493,0.3764910296749374,1
1,0.9090909090909092,0.8813559322033898,0.44882643819225665,0.7402832133911793,0.7727709216554961,0.3822370038541964,0.38843628682090436,0.48438398290742785,1
0,0.045454545454545456,0.3898305084745763,0.5734966594594546,0.4321997714174124,0.6718626039285361,0.5462981509938162,0.6707844040259608,0.7924642869802356,1
0,0.8636363636363636,0.8813559322033898,0.7389814347622887,0.5432729200423885,0.7411140325241811,0.6417681548150777,0.4139327716133776,0.34595002684874465,1
1,0.36363636363636365,0.4745762711864407,0.39228742601116184,0.5349071065403833,0.37369349179514927,0.4260988751323751,0.3970866036647983,0.28548292025278,1
0,0.8636363636363636,0.576271186440678,0.40008232528098586,0.18335172483007808,0.22810198494858674,0.8024746691015712,0.6645445766065733,0.6923907940479634,1
0,0.7727272727272727,0.23728813559322035,0.41338310270487433,0.3956159620396282,0.6492883021073291,0.5289555568242216,0.44197361044660843,0.5427750293121875,1
0,0.8181818181818182,0.8305084745762712,0.8182695182967594,0.46464469171263273,0.6907134411905322,0.6412564548062248,0.43245162446101587,0.6934067006826155,1
0,0.8636363636363636,0.9152542372881356,0.44722351025713775,0.5819741069311891,0.5125145350382815,0.4434501458447113,0.47256182427066323,0.33227392750238177,1
2,0.7727272727272727,0.9830508474576272,0.40494417612776534,0.6695885360758381,0.4814962309981403,0.3950682360753954,0.499197547359452,0.2632039979975419,1
2,0.8181818181818182,0.2033898305084746,0.6205262676418858,0.5400428515633808,0.45475027499491666,0.6176307696997833,0.7075754182515106,0.6084903164650424,1
1,0.9090909090909092,0.5423728813559322,0.5700813078527974,0.4608792534146088,0.5269973933074267,0.4604986708513004,0.4242660463155134,0.7723129802247864,1
0,0.8636363636363636,0.4745762711864407,0.3195680270911508,0.46901289044816064,0.6995858853912715,0.7716495260945115,0.4299534310754681,0.46917944843236564,1
1,0.9090909090909092,0.7457627118644068,0.5943565258902465,0.5244253242682346,0.5780562363337657,0.4561158262798212,0.7232835371938425,0.6798369583732884,1
1,0.9090909090909092,0.5423728813559322,0.3943777717066934,0.4277116500428659,0.6071261461499539,0.4037745137787388,0.3059374259804703,0.22608988123747328,1
0,0.7727272727272727,0.8305084745762712,0.666221640916236,0.5993494786407039,0.4644190365430957,0.42756697931689547,0.30049752069052715,0.7121055818092075,1
1,0.9090909090909092,0.8305084745762712,0.572389073286686,0.48916450586302035,0.5816655876779079,0.4943179766621758,0.33794383970053904,0.6463526133544651,1
0,1.0,0.1016949152542373,0.48590222839995045,0.4183178623129459,0.2943451536894425,0.5268596298983382,0.6512683104282985,0.636033028806399,1
1,0.9090909090909092,0.423728813559322,0.37771032836780927,0.6236262228716498,0.5432773202572411,0.3826110534187876,0.5775422297686746,0.7701422104424502,1
2,0.9545454545454546,0.2711864406779661,0.5076196117882789,0.6303319072903906,0.3956879538110045,0.5978818654111753,0.5208262803029835,0.6812043651532687,1
1,0.0,0.0847457627118644,0.663629892011576,0.23581782315117833,0.9999999999999999,0.4415930758866356,0.49439044572436025,0.6858390996620776,1
1,0.9090909090909092,0.559322033898305,0.40095208308122504,0.8067490445640871,0.763120675823532,0.3010140025676122,0.4565847651383003,0.5732373463790515,1
1,0.9090909090909092,0.0,0.5802661572471408,0.4871716229992345,0.5168928853787437,0.2999822270574738,0.36596670506970386,0.5283192747616346,1
0,0.7727272727272727,0.8813559322033898,0.43952910338065226,0.5192618425273552,0.6901768085358411,0.41724513271771607,0.6840226140662481,0.5822175358019467,1
0,0.045454545454545456,0.8305084745762712,0.6328769893955921,0.5265959150400594,0.46965630626443117,0.5306343492393676,0.47774794394763703,0.3023934777163003,1
0,0.8636363636363636,0.6440677966101694,0.50329568095513,0.6335510180714586,0.5298811090820496,0.35359803909385557,0.6118037894467563,0.752345664318779,1
0,0.8636363636363636,0.7457627118644068,0.5458004232883856,0.328152427421649,0.4269074813115059,0.7543786781303244,0.4709086566706602,0.6550835822196598,1
0,0.7727272727272727,0.0,0.5768796816405101,0.5021203842971388,0.7196456064167471,0.5616297233134676,0.6413955273986904,0.5380026131451716,1
2,0.7727272727272727,0.7288135593220338,0.5287619621684589,0.6097916858404366,0.48925576841833784,0.38931377149202395,0.4279922119161929,0.2707302110433875,1
0,0.8181818181818182,0.15254237288135594,0.4735667499575546,0.4792795434111983,0.4057476166170608,0.6277094297546884,0.5148468521772356,0.5070088069832979,1
1,0.4545454545454546,0.1864406779661017,0.336956930827038,0.6638952329004005,0.15466821238453385,0.29864705551261234,0.3940539279872377,0.37072112634390497,1
1,0.9090909090909092,0.5254237288135594,0.4223743597450944,0.4431132228487689,0.5647519833227899,0.436003807250198,0.4631061366007616,0.3620797275750517,1
1,0.9090909090909092,0.3898305084745763,0.47580456032128055,0.44224296973633337,0.5985745747174138,0.3542933450026187,0.5954606545320603,0.7982801155029603,1
0,0.8636363636363636,0.847457627118644,0.5688677736179076,0.5429122562768219,0.5002671402698222,0.5572626411777102,0.5156894559937951,0.49335500320549314,1
0,0.8181818181818182,0.6271186440677966,0.5721304264897195,0.5938089286260929,0.5899693895056832,0.4741715199495781,0.6521817049899032,0.43857964739605215,1
1,0.9090909090909092,0.423728813559322,0.6576951082828577,0.7670481109527887,0.7560098893597247,0.31940129454579597,0.31284484698681625,0.5004137798105718,1
1,0.9090909090909092,0.3559322033898305,0.661480168942937,0.5081548183741889,0.5486173085024039,0.443647916634678,0.3640405124579281,0.4002529203614761,1
0,0.9090909090909092,0.8305084745762712,0.6173588597091637,0.5284631159655876,0.600852411810916,0.5621835789707713,0.4036566767617306,0.6699052777865963,1
1,0.9090909090909092,0.01694915254237288,0.5557363198118701,0.4699891664603568,0.6184542483857886,0.11947902905715425,0.4020891397950228,0.6214723887515244,1
0,0.9090909090909092,0.0,0.4022317589613432,0.45955856786072485,0.7896447794306152,0.6456447780036649,0.39107659665024247,0.27001349333988195,1
0,0.9545454545454546,0.4406779661016949,0.5372683787049192,0.4429329283481405,0.5601122008520151,0.6478058081400124,0.31859330792853985,0.6640242918478497,1
0,0.8636363636363636,0.06779661016949153,0.5221601953687568,0.5124516402545404,0.43939359363623237,0.5375923667665082,0.602204928995651,0.38755063241886883,1
0,0.9545454545454546,0.01694915254237288,0.6133952279358273,0.6384910484139996,0.5539479573670125,0.4774934874143457,0.7645513919701252,0.4986694594307543,1
0,0.8636363636363636,0.6271186440677966,0.6096916410313262,0.4825163118941298,0.43489189917058013,0.6571539404981375,0.4179753613940662,0.4861631190828162,1
0,0.8181818181818182,0.6440677966101694,0.691603245713871,0.5407359494815795,0.5983261388874278,0.45788428697826244,0.6862816428283968,0.32941928728615033,1
1,0.9090909090909092,0.3898305084745763,0.5197788837519838,0.4213321240111651,0.5412011670607271,0.6626524055567774,0.2700293116869052,0.4070413774248458,1
0,0.9545454545454546,0.9152542372881356,0.583872606203449,0.6635542387874663,0.5030340625071216,0.3940443553239628,0.5440704788281864,0.5999851380817578,1
0,0.9090909090909092,0.6949152542372882,0.573629787469293,0.575622097051046,0.5961885194707508,0.6269749272326246,0.529491222510544,0.5583303214338768,1
0,0.7727272727272727,0.7966101694915254,0.3034745030164006,0.6712625835927674,0.532573290618821,0.3698724439042808,0.5132892391782798,0.6350269076332008,1
0,0.8636363636363636,0.9491525423728814,0.5486991779273779,0.5052197022237683,0.4220987168569574,0.5466303887620283,0.4694664911723862,0.41216116529662866,1
0,0.8636363636363636,0.288135593220339,0.6189284341624993,0.4518009051940098,0.7877884354560486,0.669955664790092,0.37794012815008987,0.4643339064580128,1
1,0.9090909090909092,0.6101694915254238,0.45764240003180445,0.48510746912502356,0.4769325268137744,0.45956644958193754,0.6090865641725571,0.6258606484614165,1
0,0.8181818181818182,0.7457627118644068,0.2922277444185238,0.45673108701057,0.7332076688770224,0.5786451164487404,0.5635642416688644,0.460372364735426,1
0,0.7727272727272727,0.06779661016949153,0.45442796330601903,0.5792824244440891,0.6483605424039628,0.48099709510638483,0.4745679305085938,0.5190474108528793,1
0,0.9545454545454546,0.288135593220339,0.6700777784230084,0.374317886809735,0.5439532615969906,0.630600161853499,0.1607465492453234,0.18617651776090266,1
0,0.9090909090909092,0.11864406779661017,0.6984480299242358,0.48169639805895653,0.6704416420918504,0.5371001702620456,0.5234511482739153,0.4875181345282504,1
0,0.8636363636363636,0.3728813559322034,0.5441187674087609,0.5596669141558045,0.6974634347733638,0.7351144267122824,0.5025034546244442,0.34554967096308536,1
1,0.9090909090909092,0.9491525423728814,0.7475590080876388,0.5358278890208065,0.605857811991717,0.46002156007373823,0.5116577369158334,0.5610887085002417,1
0,0.8636363636363636,0.5932203389830508,0.6305809061631398,0.5891142450842032,0.7078258604589985,0.551433594212761,0.4136903442706077,0.5338297420350115,1
1,0.18181818181818182,0.9152542372881356,0.48061963623900184,0.42361191222490313,0.6150301830570462,0.4351620305016275,0.30859317167389083,0.6123359364571809,1
2,0.9090909090909092,0.4915254237288136,0.6571654184497123,0.6486654058851073,0.4148602020392953,0.5398580003818509,0.5724472350011912,0.4698023659297467,1
1,0.9090909090909092,0.4406779661016949,0.6343190463935577,0.5092477027708627,0.41732003547862234,0.459510433826659,0.4930581666718442,0.5118150974319534,1
0,0.9090909090909092,0.8983050847457628,0.4996300087745592,0.3760894131642719,0.3210843977728758,0.6366111385983243,0.4036088751926835,0.694126649191178,1
0,0.9090909090909092,0.9661016949152542,0.38089631087472364,0.46947053501780855,0.599457419868932,0.7334567564480273,0.542639530313926,0.5594890191663366,1
0,0.9545454545454546,0.9322033898305084,0.36397031074404695,0.6365589857677659,0.6107717082530462,0.5467893726080068,0.5489038429039487,0.46498704416160663,1
0,0.7727272727272727,0.3050847457627119,0.5645797120358861,0.6061077315557073,0.523356962878529,0.5306469171025112,0.512341510924182,0.6957575508616992,1
1,0.4545454545454546,0.3559322033898305,0.8340635404910164,0.49301727911885457,0.4415720045096525,0.4895592536152123,0.521986280257089,0.4853593585460904,1
0,0.7272727272727273,0.9152542372881356,0.45620595258370433,0.5532176042877829,0.5247664692523267,0.5782603506997257,0.48337922851669946,0.6438072372759314,1
1,0.9090909090909092,0.3898305084745763,0.37139661132794793,0.7148333641326291,0.7771475413276736,0.39984934075136425,0.7576126978315424,0.6150886518275259,1
1,0.9090909090909092,0.15254237288135594,0.6211778235069657,0.5344344675912747,0.5671823401661387,0.4657805816088236,0.2518060606704327,0.5019600949557783,1
2,0.9545454545454546,0.01694915254237288,0.5262620988301289,0.6894902850915374,0.4996012819612542,0.5008717255880487,0.4346568010915814,0.6988101056275083,1
0,0.8181818181818182,0.8135593220338984,0.4869039575939321,0.4855500607845883,0.6529810295732049,0.7131375192297446,0.6383061608095958,0.4861021283031786,1
1,0.9090909090909092,0.2542372881355932,0.689196916220876,0.6446526392300811,0.7248427847701323,0.42902268607023714,0.5041818436390726,0.5949604575586313,1
1,0.9090909090909092,0.1694915254237288,0.5529407985570022,0.5950934839100888,0.5715503760195315,0.40183117725648054,0.5185149214549494,0.5866234462253109,1
1,0.9090909090909092,0.711864406779661,0.425250491775115,0.43851508741210765,0.6099483723310902,0.32704180499161273,0.49208944464765886,0.4385767263360904,1
1,0.9090909090909092,0.6779661016949152,0.42643588407381794,0.5610107995462085,0.6256165329322332,0.45303836862879965,0.6458031041266594,0.3074589519990197,1
0,0.7727272727272727,0.3389830508474576,0.5120972793316473,0.5008613269650778,0.7375670550980813,0.5288546205357259,0.4559755412818212,0.7527691204031814,1
0,0.9545454545454546,0.03389830508474576,0.4377801343965077,0.4516936636643261,0.6778315196297171,0.5657714477897625,0.5699175512974312,0.5621324512482958,1
0,0.8181818181818182,0.23728813559322035,0.5232869793920023,0.4853512447279873,0.6759107367239551,0.6011568749847945,0.2961587521480971,0.2741023243349701,1
1,0.9090909090909092,0.01694915254237288,0.4333818400611667,0.6750744750186798,0.7496624643353664,0.4013147936332151,0.3872321994163529,0.4635010660295791,1
0,0.8636363636363636,0.3728813559322034,0.6038743273208077,0.4812140010871018,0.48644576403433787,0.5324842448998409,0.27783871290456796,0.5066031953637348,1
0,0.8636363636363636,0.288135593220339,0.6432622882118917,0.5077470323630968,0.4793501244438304,0.5993868399929911,0.2918928761579574,0.4840513873029152,1
0,0.9545454545454546,0.03389830508474576,0.483063210154405,0.524116896522117,0.5337297554921602,0.6117052344961149,0.6486075268386511,0.3405365800647971,1
1,0.6363636363636364,0.01694915254237288,0.40378738586187923,0.6298131554662217,0.6928398933525143,0.43592967307616215,0.5591135301885083,0.6093501366075642,1
0,0.8636363636363636,0.3050847457627119,0.4101525205042392,0.5327988676731036,0.6899101262423398,0.4991572998391464,0.26280702379459003,0.8259569637535407,1
0,0.8181818181818182,0.01694915254237288,0.4213488228488963,0.4260130792645309,0.2937055278713012,0.5879064474880141,0.4837569031638083,0.32279691308312913,1
0,0.9545454545454546,0.6271186440677966,0.5079753761822102,0.48711080422218467,0.5054886173448461,0.7065235821355419,0.5725334955420642,0.47200402038177774,1
1,0.9090909090909092,0.559322033898305,0.7220238931511239,0.5614296983448446,0.3558004651588642,0.2810990877434774,0.6583778538635949,0.11619161965226327,1
2,0.7727272727272727,0.4406779661016949,0.7101986053508708,0.5112309470226297,0.5592173002957106,0.5860907731480245,0.4525679354576023,0.432829828065755,1
1,0.2272727272727273,0.4406779661016949,0.628036018762036,0.4837303830038861,0.5145760185733408,0.32871289710849666,0.6410796133160592,0.24833133309540487,1
1,0.9090909090909092,0.13559322033898305,0.38566584626653594,0.5971471218165361,0.264443987631218,0.3563799677931919,0.5856116946771462,0.4861393733011477,1
1,0.9090909090909092,0.7457627118644068,0.5474074528711085,0.6675893243976894,0.6247174487857547,0.3897777908725368,0.36260682377949405,0.6500645459755985,1
0,0.8181818181818182,0.11864406779661017,0.6112321149349752,0.5225334637457337,0.5912411726292902,0.4878157635308226,0.5977219178250683,0.5066097497358122,1
